ಅಮಾರೀ	a'marie
ಮಮ್ಮಿ ಡಾಡಿ	mummy daddy
ಮುಮ್ತಾಜ್	mumtaz
ಮುಮತಾಜ್ ಬೇಗಮ್	mumtaz begum
ಮುನಾವ್ವರ್	munawwar
ಮುಂಡಿಯಾ	mundia
ಮುಂದ್ರಾ	mundra
ಮುನೀಬ್	muneeb
ಮುನೀರ್	muneer
ಮುಂಗೇಕರ್	mungekar
ಮುಂಗ್ರೆ	mungre
ಮ್ಯೂನಿಚ್	munich
ಮ್ಯೂನಿಚ್ ರಿ ಗ್ರೂಪ್	munich re group
ಮುನಿಸಿಪಲ್ ಗ್ಯಾಲರಿ ಆಫ್ ರೋಡ್ಸ್	municipal gallery of rhodes
ಮುನಿಯಾ	muniya
ಮುಂಕಾದಿರ್	munkadir
ಮುಂಖಾದ್	munqad
ಮುಂಜಿರ್	munzir
ಮುಕಾಬಲಾ	muqabala
ಮುರಬ್ಬಿ	murabbi
ಮುರದ್	murad
ಮುರಾದ್	murad
ಮುರಾದಾಬಾದ್	muradabad
ಮುರುಳಿ ಕಾರ್ತಿಕ್	murali kartik
ಮುರಳಿಮನೋಹರ	muralimanohar
ಮುರಾರಿ	murari
ಮುರಾರಿಲಾಲ್	murarilal
ಮುರ್ಚಿಸನ್ ಫಾಲ್ಸ್	murchison falls
ಮರ್ಡರ್ ಇನ್ ಸರ್ಕಸ್	murder in circus
ಮರ್ಡರರ್	murderer
ಮುರ್ದಿಯ್ಯಾ	murdiyya
ಮುರ್ಡೋಕ್ ಯುನಿವರ್ಸಿಟಿ	murdoch university
ಮೌರಿಲ್	muriel
ಮುರಿಟ್ಜ್	muritz
ಮರ್ಲಿನ್ ಮನ್ರೋ	murlin munro
ಮುರಲೀವಾಲಾ	murliwala
ಮುರೇ ಗುಡ್ವಿನ್	murray goodwin
ಮರ್ರೇ-ಡಾರ್ಲಿಂಗ್	murray-darling
ಮುರ್ಶಿದಾ	murshida
ಮುರ್ತಾದ್	murtaad
ಮುರ್ತದಾ	murtadaa
ಮುಸಾಫಿರ್	musafir
ಮುಸಾಫಿರ್ ಖಾನಾ	musafir khana
ಮ್ಯೂಸಿಯಂ ಅಂಡ್ ಸ್ಟಡಿ ಸೆಂಟರ್ ಆಫ್ ದ ಗ್ರೀಕ್ ಥಿಯೇಟರ್	museum and study centre of the greek theatre
ಮ್ಯೂಸಿಯಂ ಆಫ್ ಆಫ್ರಿಕನ್ ಆರ್ಟ್	museum of african art
ಮ್ಯೂಸಿಯಂ ಆಫ್ ಆಂಥ್ರೋಪಾಲಜಿ	museum of anthropology
ಮ್ಯೂಸಿಯಂ ಆಫ್ ಕ್ರೇಟನ್ ಎಥ್ನಾಲಜಿ	museum of cretan ethnology
ಮ್ಯೂಸಿಯಂ ಆಫ್ ಲಂಡನ್	museum of london
ಮ್ಯೂಸಿಯಂ ಆಫ್ ರೊಮಾನಿ ಕಲ್ಚರ್	museum of romani culture
ಮ್ಯೂಸಿಯಂ ಆಫ್ ರಾಯಲ್ ಪ್ಯಾಲೇಸ್	museum of royal palace
ಮ್ಯೂಸಿಯಂ ಆಫ್ ದ ಸಿಟಿ ಆಫ್ ನ್ಯೂ ಯಾರ್ಕ್	museum of the city of new york
ಮ್ಯೂಸಿಯಂ ಆಫ್ ವೇಲ್ಶ್ ಲೈಫ್	museum of welsh life
ಮ್ಯೂಸಿಯಂ-ಆರ್ಟ್ ಕಲೆಕ್ಷನ್ ಆಫ್ ದ ನ್ಯಾಶನಲ್ ಬ್ಯಾಂಕ್	museum-art collection of the national bank
ಮುಷ್ಫಿಕ್	mushfiq
ಮುಷ್ತಾಖ್	mushtaq
ಮುಷ್ತಾಕ್ ಅಹ್ಮದ್	mushtaq ahmed
ಮುಸ್ಲಿಂ	muslim
ಮುಸ್ತಾಯಿನಾ	musta'eenah
ಮುಸ್ತಫೀದ್	mustafeed
ಮುಸ್ತಾನೀರ್	mustaneer
ಮುಸ್ತಖೀಮ್	mustaqeem
ಮುತಾತ್ಕರ್	mutatkar
ಮುತಾಯ್ಯಿಬ್	mutayyib
ಮುತಾಝಾ	mutazah
ಮುತ್ತುಮುದಲಿಗೆ ಪುಷ್ಪಕುಮಾರ	muthumudalige pushpakumara
ಮುಟ್ಸು	mutsu
ಮುತ್ತಕಿ	muttaqi
ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್	muttiah muralitharan
ಮುಜಾಫೆರ್ ಒಜಾಕ್	muzaffer ozak
ಮುಝಿರ್	muzhir
ಮುಝುಂದಾರ್	muzumdar
ಮಾಯಿರಿಲಾ	myrilla
ಮಾಯರನ್	myron
ಮೈಥಿಲಿ	mythili
ನಾ ಹೋನೆ ವಾಲೀ ಬಾತ್	na hone wali baat
ನಾ ಮುಮಕಿನ್	na mumkin
ನಾಚ್ ಉಠಾ ಸನ್ಸಾರ್	naach utha sansar
ನಾಚೆ ನಗಿನ್ ಗಲೀ ಗಲೀ	naache nagin gali gali
ನಾಡ್ಕರ್	naadkar
ನಾಗ್ ದೇವತಾ	naag devta
ನಾಗ್ ಮೇರಿ ಸಾಥಿ	naag mere sathi
ನಾಗ್ ಪಂಚಮಿ	naag panchami
ನಾಮ್	naam
ನಾಮಿ ಚೋರ್	naami chor
ನಾರ್ಲೆಕರ್	naarlekar
ನಾಟಕ್	naatak
ನಾತು	naatu
ನಾಜನೀನ್	naazneen
ನಾಭಾ	nabha
ನಬೀಹಾ	nabihah
ನಬೀಲಾಲ್	nabilah
ನಾಚಿಯಾರ್ ಕೋಯಿಲ್	nachiyar koil
ನಡಾಲಿಯಾ	nadalia
ನದೀಮ್	nadeem
ನದೀಂ ಘೋರಿ	nadeem ghauri
ನಾದಿ ಕಿತಾರೆ	nadi kinare
ನಾದಿನ್ ಗಾರ್ಡಿಮರ್	nadine gordimer
ನದಿರಾ	nadirah
ನದಿಯಾ ಕೆ ಪಾರ್	nadiya ke paar
ನದಿಯಾ	nadiyah
ನದ್ರ್	nadr
ನಯೀಮ್	naeem
ನಯೀಂ ಅಶ್ರಫ್	naeem ashraf
ನಾವಾ	naeva
ನಫಸತ್	nafasat
ನಫೀಶಾ	nafisah
ನಫರತ್	nafrat
ನಫರತ್ ಕಿ ಆಂಧೀ	nafrat ki andhi
ನಾಗಾನಂದ್	naganand
ನಾಗರಹೊಳೆ	nagarhole
ನಾಗಾರ್ಜುನಾ ಫರ್ಟ್	nagarjuna fert
ನಾಗಾರ್ಜುನಾ ಸಾಗರ್	nagarjuna sagar
ನಗವಾಹನ್	nagavahan
ನಾಗೇಂದ್ರ	nagendra
ನಾಗೇಶ್	nagesh
ನಾಗೇಶ್ವರ ಜ್ಯೋತಿರ್ಲಿಂಗ	nageshwar jyotirlinga
ನಾಗಿನ್ ಔರ್ ಸಪೆರಾ	nagin aur sapera
ನಾಗಿನ್ ಔರ್ ಸುಹಾಗನ್	nagin aur suhagan
ನಗಿಂದರ್	naginder
ನಗೀಂದರ್	naginder
ನಹಾರ್ ಸ್ಪಿನ್ನಿಂಗ್	nahar spinning
ನೈ ಬಾತ್	nai baat
ನಯೀ ದುನಿಯಾ	nai duniya
ನಯೀ ಇಮಾರತ್	nai imarat
ನಯೀ ಮಾ	nai maa
ನೈಮಿಷಾರಾಣ್ಯ	naimisharanya
ನೈಮುರ್ ರೆಹಮಾನ್	naimur rahman
ನೈನ್ ಮಿಲೆ ಚೈನ್ ಕಹಾ	nain mile chain kahan
ನೈರಿ	nairi
ನೈರೋಬಿ	nairobi
ನೈರೋಬೀ	nairobi
ನಜೀಬ್	najeeb
ನಜೀಬದ್	najibah
ನಜೀದಾ	najidah
ನಜೀ	najih
ನಜೀಯಾ	najiyah
ನಜ್ಮ್	najm
ನಜ್ಮಾ	najma
ನಜ್ಮೆದ್ದೀನ್ ಕುಬ್ರಾ	najmeddin kubra
ನಜ್ಮೆದ್ದೀನ್ ರಾಜಿ	najmeddin razi
ನಾಕಾ ಬಂದಿ	naka bandi
ನಕೇಶ್	nakesh
ನಕೋದರ್	nakodar
ನಾಲ್‌ಕೋ	nalco
ನ್ಯಾಲ್ಕೊ	nalco
ನಲ್‌ದುರ್ಗ್	naldurg
ನಲ್ಗೋದಾ	nalgoda
ನಳಿನ್	nalin
ನಳಿನಿ	nalini
ನಲ್ಲೂರು ಕಂದಸ್ವಾಮಿ	nallur kandaswamy
ನಮಕ್	namak
ನಮಕ್ ಹಲಾಲ್	namak halal
ನಮನ್	naman
ನಮಕೀನ್	namkeen
ನಮ್ರತಾ	namrata
ನಾಮುಮಕಿನ್	namumkin
ನಮುರ್	namur
ನನ್	nan
ನನದ್ ಭೌಜಾಯಿ	nanad bhaujai
ನ್ಯಾನ್ಸಿ	nancy
ನಂದ್ ಕೆ ಲಾಲಾ	nand ke lala
ನಂದಾ	nanda
ನಂದಾ ದೇವಿ	nanda devi
ನಂದಲಾಲ್	nandalaal
ನಂದನ್	nandan
ನಂದಿನಿ	nandini
ನಂದೀಶ್	nandish
ನಂದಿತಾ	nandita
ನಂದೂರ್ ಮಧ್ಮೆಶ್ವರ್ ಡ್ಯಾಮ್	nandur madhmeshwar dam
ನನೆಟಿ	nanette
ನನ್ಹೆ ಮುನ್ನೆ	nanhe munne
ನಂಜಿಂಗ್ ಮ್ಯೂಸಿಯಂ	nanjing museum
ನನವಾನ್	nanwan
ನಾಯ್ಕಿ ಪ್ರೈಜ್	naoki prize
ನಯೋಮಿ ಅವಾರ್ಡ್ಸ್	naomi awards
ನಪರಾಜಿತ್	naparajit
ನೇಪಲ್ಸ್	naples
ನಕಾಬ್	naqab
ನಖೀಬ್	naqeeb
ನಾಖಿದ್	naqid
ನರಪತ್	narapat
ನರ್ದೊ	nardo
ನರೇಂದರ್	naren_dar
ನರೇಂದ್ರ್	naren_dr
ನರ್ಹರಿ	narhari
ನರಾಗನ್ಸೆಟ್	narragansett
ನಾರಸೀ ಭಗತ್	narsi bhagat
ನರಸೀ ಮೆಹ್ತಾ	narsi mehta
ನರ್ತಕಿ	nartaki
ನರ್ತಕಿ ಚಿತ್ರ	nartaki chitra
ನತ್ರನಾ	nartana
ನಾಸಾ ಸೆಂಟೇನಿಯಲ್ ಚಾಲೆಂಜೆಸ್	nasa centennial challenges
ನಾಸಮಝಾ	nasamajh
ನಸೀಮ್	naseem
ನಸೀನ	naseen
ನಸೀರಾ	naseerah
ನಶಾ	nasha
ನಶೀರಾ	nashirah
ನಶೀತಾ	nashitah
ನಶ್ತರ್	nashtar
ನಾಸಿಕ್	nasik
ನಾಶಿಕಾಕರ್	nasikakar
ನಾಸಿರ್ ಅಹ್ಮದ್	nasir ahmed
ನಾಸಿರುದ್ದೀನ್ ಸೈಲಾನಿ ಬದೇಶಾ	nasiruddin sailani badesha
ನಾಸಿರ್ ಹುಸೇನ್	nasser hussain
ನಸ್ತಿಕ್	nastik
ನ್ಯಾಟ್ ಫರ್ಟ್	nat fert
ನ್ಯಾಟ್ ಕಿಂಗ್ ಕೋಲ್	nat king cole
ನಟಾಲಿಯಾ	natalia
ನತಾಶಾ	natasha
ನತೀಜಾ	nateeja
ನತೇಶ್	natesh
ನ್ಯಾಶನಲ್ ಆರ್ಟ್ ಗ್ಯಾಲರಿ ಅಂಡ್ ಅಲೆಕ್ಸಾಂಡ್ರೋಸ್ ಸುಝಾಸ್ ಮ್ಯೂಸಿಯಂ	national art gallery and alexandros soutzos museum
ನ್ಯಾಷನಲ್ ಆಸ್ಟ್ರೇಲಿಯಾ ಬ್ಯಾಂಕ್	national australia bank
ನ್ಯಾಶನಲ್ ಬುಕ್ ಕ್ರಿಟಿಕ್ಸ್ ಸರ್ಕಲ್ ಅವಾರ್ಡ್	national book critics circle award
ನ್ಯಾಶನಲ್ ಮೆಡಲ್ ಆಫ್ ಸೈನ್ಸ್	national medal of science
ನ್ಯಾಶನಲ್ ಮೆಡಲ್ ಆಫ್ ಟೆಕ್ನಾಲಜಿ	national medal of technology
ನ್ಯಾಶನಲ್ ಮ್ಯೂಸಿಯಂ ಆಫ್ ಕೊರಿಯಾ	national musem of korea
ನ್ಯಾಶನಲ್ ಮ್ಯೂಸಿಯಂ ಆಫ್ ಅಮೇರಿಕನ್ ಇಂಡಿಯನ್	national museum of american indian
ನ್ಯಾಶನಲ್ ಮ್ಯೂಸಿಯಂ ಆಫ್ ಚೈನಾ	national museum of china
ನ್ಯಾಶನಲ್ ಆರ್ಡರ್ ಆಫ್ ಕ್ಯೂಬೆಕ್	national order of quebec
ನ್ಯಾಶನಲ್ ಪ್ಯಾಲೇಸ್ ಮ್ಯೂಸಿಯಂ	national palace museum
ನ್ಯಾಶನಲ್ ಫೋರ್ಟೇಟ್ ಗ್ಯಾಲರಿ	national portrait gallery
ನೇಶನಾವೈಡ್	nationawide
ನತೀಕ್	natiq
ನೆಟ್ರೋನಾ	natrona
ನಟವರ್	natwar
ನಾಟಿ ಬಾಯ್	naughty boy
ನೌಕರ್	naukar
ನೌಶೆರವಾನ್ ಎ ಅದಿಲ್	nausherwan e adil
ನವ ದುರ್ಗಾ	nav durga
ನವಕೃಷ್ಣ	navakrashn
ನವೆದ್	naved
ನವೀನ್	naveen
ನವೀನಾ	naveena
ನವೀಂದ್ರ	navendra
ನವಿನ್	navin
ನೇವಿಯಸ್ ಮೆರಿಟೈಮ್ ಹೋಲ್ಡಿಂಗ್ಸ್	navios maritime holdings
ನವರಾತ್ರಿ	navratri
ನವಾಬ್ ಸಿರಾಜುದ್‌ದೌಲಾ	nawab sirazuddaula
ನವಾಶಹರ್	nawanshahr
ನಯಾ ದೌರ್	naya daur
ನಯಾ ಘರ್	naya ghar
ನಯಾ ನಶಾ	naya nasha
ನಯಾ ಜಮಾನಾ	naya zamana
ನಯಾ ಜಮಾನಾ ನಯೀ ಕ್ರಾಂತಿ	naya zamana nai kranti
ನಯಾಬ್	nayab
ನಯನ್ ಮೋಗಿಂಯಾ	nayan mongia
ನಯ್ಯಬ್	nayyab
ನಜಾರೆ	nazaare
ನಜರಿಯಾ	nazaria
ನಜೀಫಾ	nazeefah
ನಾಜೀ	nazih
ನಜೀಮ್	nazim
ನಜೀಮಾ	nazima
ನಜ್ಲಿ	nazli
ನೀಗಲ್	neagle
ನೇಕಿ	neci
ನೀಲಾಬ್ಜಾ	neelabja
ನೀಲಮ್ ಪರಿ	neelam pari
ನೀಲಾಂಜನ್	neelanjan
ನೀಲಾಂಜನ	neelanjana
ನೀಲಕಾಂತ್	neelkanth
ನೀಲೋಫರ್	neelofar
ನೀಮಚ್	neemuch
ನೀಪಾ	neepa
ನಿರಫ್	neeraf
ನಿಹಾಲ್	nehal
ನೆಹಲೆ ಪೆ ದೆಹಲಾ	nehle pe dehla
ನೆಹ್ರಾ	nehra
ನೀಲ್ ಫೇರ್‌ಬ್ರದರ್	neil fairbrother
ನೀಲ್ ಜಾನ್ಸನ್	neil johnson
ನೆಲ್ಕೋ	nelco
ನೆಲ್ಲಿಸ್	nellis
ನೆಲ್ಲೂರ್	nellur
ನಿಯಾನ್	neon
ನೆಪ್ಚುನಿಯಂ	neptunium
ನೆರಿಸ್	nerys
ನೆಸ್ಲೆ	nestle
ನೆಸ್ಟ್ಲೇ ಸ್ಮಾರ್ಟೀಸ್ ಬುಕ್ ಪ್ರೈಜ್	nestle smarties book prize
ನೆಸ್ಟರ್	nestor
ನೇತಾಜೀ	netaajee
ನೆಟ್‌ಬಾಲ್	netball
ನೆವಾಡೊ ಡಿ ಕೊಲಿಮಾ	nevado de colima
ನೆವಾಡೊ ಡಿ ಟೊಲುಕಾ	nevado de toluca
ನೆವನ್	nevan
ನೆವನ್ಲಿನ್ನಾ ಪ್ರೈಜ್	nevanlinna prize
ನೆವಿಲ್	neville
ನೆವೆಲೆ	neville
ನೆವಿನಾ	nevina
ನ್ಯೂ ಬಿಗಿನಿಂಗ್ಸ್ ಕ್ರಿಶ್ಚಿಯನ್	new beginnings christian
ನ್ಯೂ ಹಾವೆನ್ ರೋಡ್ ಚರ್ಚ್ ಆಪ್ ಗಾಡ್	new haven road church of god
ನ್ಯೂ ಹೋಪ್ ಕಮ್ಯುನಿಟಿ	new hope community
ನ್ಯೂ ಜೆರ್ಸಿ	new jersey
ನ್ಯೂ ಕೆಂಟ್	new kent
ನ್ಯೂ ಸ್ಪ್ರಿಂಗ್ಸ್ ಕ್ರಿಶ್ಚಿಯನ್	new springs christian
ನ್ಯೂ ಟವರ್ನ್ ಫೋರ್ಟ್	new tavern fort
ನ್ಯೂ ಯಾರ್ಕ್ ಹಿಸ್ಟಾರಿಕಲ್ ಸೊಸೈಟಿ	new york historical society
ನ್ಯೂಯಾರ್ಕ್ ಲೈಫ್ ಇನ್ಷೂರೆನ್ಸ್	new york life insurance
ನ್ಯೂಬೈ	newby
ನ್ಯೂಕ್ಯಾಸಲ್ ಯುನಿವರ್ಸಿಟಿ	newcastle university
ನ್ಯೂಡಿಗೇಟ್ ಪ್ರೈಜ್	newdigate prize
ನ್ಯೂಸ್‌ಟೈಮ್	newstime
ನೆಕ್ಸ್ ಟೆಲ್ ಕಮ್ಯೂನಿಕೇಶನ್	nextel communication
ಇಂಗಾರುಹೆ	ngauruhoe
ನಿಯಾ	nia
ನಿಬೋಧ್	nibodh
ನೈಸ್-ಸಿಸ್ಟಮ್ಸ್ ಲಿಮಿಟೆಡ್	nice-systems limited
ನಿಕೋಲಾಸ್ ಆಪರ್ಟ್ ಅವಾರ್ಡ್	nicholas appert award
ನಿಕೊಲಸ್ ಫೈನಾನ್ಷಿಯಲ್	nicholas financial
ನಿಕ್ ಕುಕ್	nick cook
ನಿಕ್ ನೈಟ್	nick knight
ನಿಕೊ	nico
ನಿಕೊಡೆಮಸ್	nicodemus
ನಿಕೋಲ್ ಬ್ರೌನ್ ಸಿಂಪ್ಸನ್	nicole brown simpson
ನಿಕೋಲ್ ಕಿಡ್‌ಮನ್	nicole kidman
ನಿಕೋಸಿಯಾ	nicosia
ನಿಗಾಹೇ-ಇ-ನಫರತ್	nigah-e-nafrat
ನಿಗಾಹೇ	nigahen
ನೈಗರ್	niger
ನೈಜೀರಿಯ	nigeria
ನಿಗ್ಲಿ	niggly
ನೈಟ್ ಬರ್ಡ್	night bird
ನೈಟ್ ಇನ್ ಕಲಕತ್ತಾ	night in calcutta
ನೈಟ್ ಇನ್ ಲಂಡನ್	night in london
ನಿಹಾಲ್	nihal
ನಿಹಾರಿಕಾ	niharika
ನಿಕೆತ್	niket
ನಿಖತ್	nikhat
ನಿಖಿಲೇಶ್	nikhilesh
ನಿಕ್ಕೋಸ್	nikkos
ನಿಕುಂಜ್	nikunj
ನಿಕುಂಜಾ	nikunja
ನೀಲಗ್ರೀವ್	nilagriv
ನಿಲಯ್	nilay
ನೈಲ್ಸ್	niles
ನಿಮತ್	nimat
ನಿಮಿಷ್	nimish
ನಿನಾ	nina
ನೀನಾ	nina
ನಿನಾದ್	ninad
ನಿನಾನ್	ninon
ನಿಪಾನ್ ಆಯಿಲ್	nippon oil
ನಿಪಾನ್ ಯುಸೆನ್	nippon yusen
ನಿರದ್	nirad
ನಿರಜ್	niraj
ನಿರಾಜಿತ್	nirajit
ನಿರಾಲಾ	nirala
ನಿರಾಲೀ ದುನಿಯಾ	nirali duniya
ನಿರಾಮಿತ್ರ	niramitra
ನಿರಂಜನ್	niranjan
ನೀರವ್	nirav
ನಿರ್ದೋಶ್	nirdosh
ನಿರ್ಮಲ್	nirmal
ನಿರ್ಮಯಿ	nirmayi
ನಿರ್ಮೋಹಿ	nirmohi
ನಿರ್ವಾಣ್	nirvan
ನಿಸಾ	nisa
ನಿಸಲ್ ಫರ್ನಾಂಡೊ	nisal fernando
ನಿಸ್ಬಾತ್	nisbat
ನಿಶ್ಚಲ್	nischal
ನಿಶಾದ್	nishad
ನಿಶಾನ್ ಡಂಕಾ	nishan danka
ನಿಶಾನ್-ಎ-ಜಂಗ್	nishan-e-jung
ನಿಶೇಶ	nishesh
ನಿಶಿತ್	nishith
ನಿಶೋಕ್	nishok
ನಿಶ್ರೇಯಸಲ್	nishreyasal
ನಿಸಾನ್ ಮೋಟರ್	nissan motor
ನಿತೀಶ್	niteesh
ನಿತಿನ್	nitin
ನಿತ್ಯ	nitya
ನಿವೇದಿತಾ	nivedita
ನಿಯತಿ	niyati
ನಿಯಾಜ್	niyaz
ನಿಜಾಮಬಾದ್	nizambad
ನಿಜಾಮುದ್ದೀನ್ ಔಲಿಯಾ	nizamuddin auliya
ನಿಜಾರ್	nizzar
ನೊಬೆಲ್ ಪೀಸ್ ಪ್ರೈಜ್	nobel peace prize
ನೋಬೆಲ್ ಪ್ರೈಜ್ ಇನ್ ಲಿಟರೇಚರ್	nobel prize in literature
ನಾಸಿಲ್	nocil
ನೋಲಾ	nola
ನೋನಾ	nona
ನೊಂಗ್‌ಕ್ರೆಮ್	nongkrem
ನಾಂಗ್ ಸ್ಟೈನ್	nongstain
ನೂಹ್	nooh
ನೂರ್	noor
ನೂರ್ ಜಹಾಂ	noor jahan
ನೂರ್ ಮಹಲ್	noor mahal
ನೂರ್-ಎ-ವತನ್	noor-e-watan
ನೂರಿ	noorie
ನೋರಾಹ್	norah
ನಾರ್ಬರ್ಟ್ ಫಿಲಿಪ್	norbert phillip
ನಾರ್ಡಿಯಾ ಬ್ಯಾಂಕ್	nordea bank
ನೊರೀನ್	noreen
ನಾರ್‌ಫೋಕ್ ಐಲ್ಯಾಂಡ್	norfolk island
ನೋರಿನಾ	norina
ನಾರ್ಮಾ ಫ್ಲೆಕ್ ಅವಾರ್ಡ್	norma fleck award
ನಾರ್‌ಸ್ಕ್ ಹೈಡ್ರೋ	norsk hydro
ನಾರ್ತ್ ಸೀ ಕೆನೆಲ್	north sea canal
ನಾರ್ಥ ಯಾರ್ಕ್ ಮೂರ್ಸ್	north york moors
ನಾರ್ಥಾಂಪ್ಟನ್ ಯುನಿವರ್ಸಿಟಿ ಕಾಲೇಜ್	northampton university college
ನಾರ್ದರ್ನ್ ಟೆರಿಟರಿ ಯುನಿವರ್ಸಿಟಿ	northern territory university
ನಾರ್ಟನ್	norton
ನಾರ್ವೆ	norway
ನಾರ್ವೇಜಿಯನ್	norwegian
ನಾರ್ವಿಕ್	norwich
ನಾರ್ವಿಚ್ ಯೂನಿವರ್ಸಿಟಿ ಮ್ಯೂಸಿಯಂ	norwich university museum
ನಾರ್ವುದ್	norwood
ನಾಟಿಂಗ್ಹಾಮ್ ಈಸ್ಟ್ ಮಿಡ್ಲಾಂಡ್ಸ್	nottingham east midlands
ನಾಟಿಂಗ್‌ಹ್ಯಾಂ ಟ್ರೆಂಟ್ ಯುನಿವರ್ಸಿಟಿ	nottingham trent university
ನೋವಾ	nova
ನೋವಾಮೆರಿಕನ್ ಸ್ಟೀಲ್	novamerican steel
ನೋವಾರ್ಟಿಸ್ ಇಂಡಿಯಾ	novartis india
ನೊವೊರೋಸ್ಕ್	novorossysk
ನೃಪೇಶ್	nripesh
ನುವಾಲಾ	nuala
ನುಮಾ	numa
ನುಮೈರ್	numair
ನುನ್ಸಿಯೊ	nuncio
ನೂರ್	nur
ನೂರುಲ್ ಅಬೆದಿನ್	nurul abedin
ನುಸರತ್ ಫತೇ ಅಲಿ ಖಾನ್	nusrat fateh ali khan
ನೂತನ್	nutan
ನುವಾನ್ ಕುಲಶೇಖರ	nuwan kulasekara
ನೀಕಾ ಪ್ಲ್ಯಾಟೊ	nyika plateau
ಓ ಜಾನೆ ವಾಲೆ	o jane wale
ಓ ಪಂಛೀ	o panchhi
ಓದಿರಾ	oadira
ಓಕ್	oak
ಓಕ್ ಹಿಲ್ಸ್ ಪ್ರೆಸ್ಬಿಟೇರಿಯನ್	oak hills presbyterian
ಒಬೇದುಲ್ಲಾ	obaidullah
ಒಬೆದುರ್ ರಹ್ಮಾನ್	obaidur rehman
ಒಬೇಲಿಯಾ	obelia
ಓಬೀ ಅವಾರ್ಡ್	obie award
ಆಬ್‌ಸ್ಟ್ರೇಟಿಕ್ಸ್	obstetrics
ಅಕೋಂಟೋ	oconto
ಒಕ್ಟೇವಿಯಸ್	octavious
ಓಡಾ ಸಕುನೋಸುಕೆ ಪ್ರೈಜ್	oda sakunosuke prize
ಒಡೀಲ್	odele
ಒಡಿನ್	odin
ಓಡಿನ	odina
ಓಲಿಗೆಮ್	oeleghem
ಆಫೆನ್‌ಪೆಸ್ಟ್	offenpest
ಓಗಾನ್	ogan
ಓಗ್ಲೆ	ogle
ಓಜಲ್	ojal
ಓಜಸ್ವಿನಿ	ojaswini
ಒಕನೋಗನ್	okanogan
ಒಕಾನೊಗಾನ್	okanogan
ಒಕ್ಲಹೋಮಾ ಸಿಟಿ	oklahoma city
ಆಲ್ಡೋನ್ಯೋ ಸಪುಕ್	oldonyo sapuk
ಒಲೀಸಿಯಾ	olesia
ಆಲಿವ್	olive
ಒಲಿವರ್	oliver
ಓಲಿವರ್	oliver
ಓಲಿವರ್ ನಾರ್ಥ್	oliver north
ಓಲಿವರ್ ಸ್ಟೋನ್	oliver stone
ಒಲಿವಿಯಾ	olivia
ಆಲ್ವೆನ್	olwen
ಒಲಿಂಪಿಯಾ	olympia
ಒಲಂಪಿಕ್	olympic
ಒಲಿಂಪಿಕ್	olympic
ಓಮ್	om
ಓಮನ	omana
ಒಮರ್	omar
ಒಮರ್ ಹೆನ್ರಿ	omar henry
ಒಮರಿ ಬ್ಯಾಂಕ್ಸ್	omari banks
ಒಮೆಕ್ಸ್ ಆಟೋಸ್	omax autos
ಓಮ್ಜಾ	omja
ಓಂಕಾರ್	omkar
ಒನ್ ಚೇಸ್ ಮ್ಯಾನ್‌ಹಾಟನ್ ಪ್ಲಾಜಾ	one chase manhattan plaza
ಒನ್ ಲಿಬರ್ಟಿ ಪ್ಲೇಸ್	one liberty place
ಒನ್-ಸ್ಟೆಪ್	one-step
ಒನೇಗಾ	onega
ಓನೆಕ್ಸ್	onex
ಓಂಕಾರ್	onkar
ಓಂಕಾರ್‌ಜೀತ್	onkarjeet
ಊಜಂ	oojam
ಊಂಚ್ ನೀಚ್	oonch neech
ಊಂಚೆ ಹವೇಲಿ	oonchi haveli
ಊಪರವಾಲಾ ಜಾನೆ	ooperwala jane
ಓಪನ್ ಡೋರ್ ಬ್ಯಾಪ್ಟಿಸ್ಟ್	open door baptist
ಓಫಿರಾ	ophira
ಓಪಿಂಡರ್	opinder
ಆಪ್ಟಿಮಲ್ ಗ್ರೂಪ್	optimal group
ಆರೆಂಜ್	orange
ಆರೆಂಜ್ ಪ್ರೈಜ್ ಫಾರ್ ಫಿಕ್ಷನ್	orange prize for fiction
ಒರಾವಾ	orava
ಆರ್ಬೋಟೆಕ್	orbotech
ಆರ್ಚಾರ್ಡ್ಸ್ ಕಮ್ಯುನಿಟಿ	orchards community
ಆರ್ಕಿಟ್ ಕಮ್ಯೂನಿಕೇಶನ್ಸ್	orckit communications
ಆರ್ಡರ್ ಆಫ್ ಆಗ್ರಿಕಲ್ಚರಲ್, ಕಮರ್ಶಿಯಲ್ ಆರ್ ಇಂಡಸ್ಟ್ರಿಯಲ್ ಮೆರಿಟ್	order of agricultural, commercial or industrial merit
ಆರ್ಡರ್ ಆಫ್ ಅಲೆಕ್ಸಾಂಡರ್ ನೆವಸ್ಕೆ	order of alexander nevsky
ಆರ್ಡರ್ ಆಫ್ ಅವಿಜ್	order of aviz
ಆರ್ಡರ್ ಆಫ್ ಕ್ರಿಸ್ಟ್	order of christ
ಆರ್ಡರ್ ಆಫ್ ಸಿವಿಲ್ ಮೆರಿಟ್	order of civil merit
ಆರ್ಡರ್ ಆಫ್ ಆನರ್	order of honour
ಆರ್ಡರ್ ಆಫ್ ಲಿಯೋಪೊಲ್ಡ್	order of leopold
ಆರ್ಡರ್ ಆಫ್ ಮಿಲಿಟರಿ ಮೆರಿಟ್	order of military merit
